"comppct_l"|"comppct_r"|"comppct_h"|"compname"|"compkind"|"majcompflag"|"otherph"|"localphase"|"slope_l"|"slope_r"|"slope_h"|"slopelenusle_l"|"slopelenusle_r"|"slopelenusle_h"|"runoff"|"tfact"|"wei"|"weg"|"erocl"|"earthcovkind1"|"earthcovkind2"|"hydricon"|"hydricrating"|"drainagecl"|"elev_l"|"elev_r"|"elev_h"|"aspectccwise"|"aspectrep"|"aspectcwise"|"geomdesc"|"albedodry_l"|"albedodry_r"|"albedodry_h"|"airtempa_l"|"airtempa_r"|"airtempa_h"|"map_l"|"map_r"|"map_h"|"reannualprecip_l"|"reannualprecip_r"|"reannualprecip_h"|"ffd_l"|"ffd_r"|"ffd_h"|"nirrcapcl"|"nirrcapscl"|"nirrcapunit"|"irrcapcl"|"irrcapscl"|"irrcapunit"|"cropprodindex"|"constreeshrubgrp"|"wndbrksuitgrp"|"rsprod_l"|"rsprod_r"|"rsprod_h"|"foragesuitgrpid"|"wlgrain"|"wlgrass"|"wlherbaceous"|"wlshrub"|"wlconiferous"|"wlhardwood"|"wlwetplant"|"wlshallowwat"|"wlrangeland"|"wlopenland"|"wlwoodland"|"wlwetland"|"soilslippot"|"frostact"|"initsub_l"|"initsub_r"|"initsub_h"|"totalsub_l"|"totalsub_r"|"totalsub_h"|"hydgrp"|"corcon"|"corsteel"|"taxclname"|"taxorder"|"taxsuborder"|"taxgrtgroup"|"taxsubgrp"|"taxpartsize"|"taxpartsizemod"|"taxceactcl"|"taxreaction"|"taxtempcl"|"taxmoistscl"|"taxtempregime"|"soiltaxedition"|"castorieindex"|"flecolcomnum"|"flhe"|"flphe"|"flsoilleachpot"|"flsoirunoffpot"|"fltemik2use"|"fltriumph2use"|"indraingrp"|"innitrateleachi"|"misoimgmtgrp"|"vasoimgtgrp"|"mukey"|"cokey"
0|5|10|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|37|101|223|80|150|220|"flood plains on coastal plains"||||17|18|19|1067|1238|1397||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575664|24231964
0|5|10|"Naconiche"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Very poorly drained"|37|101|223|80|150|220|"flood plains on coastal plains"||||17|18|19|1067|1238|1397||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Sandy, siliceous, thermic Cumulic Humaquepts"|"Inceptisols"|"Aquepts"|"Humaquepts"|"Cumulic Humaquepts"|"sandy"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575664|24231965
|55||"Rentzel"|"Series"|"Yes"|""|""|0|2|4|30|91|91|"Low"|5|134|2|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Moderately well drained"|107|145|183|80|150|220|"interfluves on coastal plains"||0.3||18|20|21|1016|1207|1397||||240|250|260|3|"w"|||""|||"1s"|||||||||||||||||||"None"|0|0|0||||"A"|"High"|"High"|"Loamy, siliceous, thermic Arenic Plinthaquic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Plinthaquic Paleudults"|"loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575665|24232232
10|15|20|"Lilbert"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|107|145|183|80|150|220|"interfluves on coastal plains"||||18|20|21|1016|1207|1397||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Plinthic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575665|24232233
|30||"Urban land"|"Miscellaneous area"|"Yes"|""|""|0|2|4|30|91|91|"High"||0|8|"Class 1"|"Artificial cover"|"Urban and built-up"|""|"No"|""|0|610|1219||||"urban land on interfluves on coastal plains"||||12|18|23|203|864|1524||||180|245|310|8|""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0||||"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|"thermic"|""|||||||"N/A"|"N/A"|||||575665|24232234
|90||"Ruston"|"Series"|"Yes"|"AFFR25-30"|"AFFR 25-30"|1|5|8|40|49|91|"Medium"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|30|99|168|80|150|220|"interfluves on coastal plains"||0.23||16|19|21|1143|1397|1651||||200|260|320|3|"e"|||""|||"3"|||||||||||||||||||"None"|0|0|0||||"B"|"Moderate"|"Moderate"|"Fine-loamy, siliceous, thermic Typic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Typic Paleudults"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575666|24232424
0|5|10|"Bowie"|"Series"|"No "|""|""|2|4|5|49|55|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|30|99|168|80|150|220|"interfluves on coastal plains"||||16|19|21|1143|1397|1651||||217|228|238||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575666|24232425
0|5|10|"Briley"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|30|99|168|80|150|220|"interfluves on coastal plains"||||16|19|21|1143|1397|1651||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Paleudults"|"loamy"|"not used"|"semiactive"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575666|24232426
5|10|15|"Bowie"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|46|92|137|0|135|360|"interfluves on coastal plains"||||15|18|22|1067|1303|1600||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575667|24232408
85|90|100|"Sacul"|"Series"|"Yes"|""|""|1|3|5|49|61|91|"High"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|46|92|137|0|135|360|"interfluves on coastal plains"||0.3||15|18|22|1067|1303|1600||||190|210|259|4|"e"||4|"e"|||"1s"|||||||||||||||||||"None"|0|0|0|0|0|0|"D"|"High"|"High"|"Fine, mixed, active, thermic Aquic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Aquic Hapludults"|"fine"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575667|24232409
0|7|10|"Kirvin"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|47|92|195|0|135|360|"interfluves on coastal plains"||||16|18|19|1194|1346|1524||||210|225|240||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575668|24232444
85|90|100|"Sacul"|"Series"|"Yes"|""|""|5|13|20|15|27|49|"Very high"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|47|92|195|0|135|360|"interfluves on coastal plains"||0.3||16|18|19|1194|1346|1524||||210|225|240|6|"e"||6|"e"|||"1a"|||||||||||||||||||"None"|0|0|0|0|0|0|"C/D"|"High"|"High"|"Fine, mixed, active, thermic Aquic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Aquic Hapludults"|"fine"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575668|24232445
0|3|5|"Smithdale"|"Series"|"No "|""|""|5|12|20|15|30|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|47|92|195|0|135|360|"interfluves on coastal plains"||||16|18|19|1194|1346|1524||||210|225|240||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, subactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine-loamy"|"not used"|"subactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575668|24232446
0|5|10|"Cuthbert"|"Series"|"No "|""|""|5|13|20|15|27|49|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|49|137|209|80|150|220|"interfluves on coastal plains"||||17|18.5|20|1010|1205|1372||||230|235|265||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575669|24232373
85|90|95|"Tenaha"|"Series"|"Yes"|""|""|5|13|20|15|27|49|"Low"|4|134|2|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|49|137|209|80|150|220|"interfluves on coastal plains"||0.16||17|18.5|20|1010|1205|1372||||230|234|265|6|"e"||6|"e"|||"7"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"High"|"Moderate"|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575669|24232374
0|5|10|"Darco"|"Series"|"No "|""|""|8|14|20|15|24|40|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Somewhat excessively drained"|49|137|209|80|150|220|"interfluves on coastal plains"||||17|18.5|20|1010|1205|1372||||230|235|265||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575669|24232375
|45||"Tenaha"|"Series"|"Yes"|""|""|5|13|20|15|27|49|"Low"|4|134|2|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Well drained"|91|137|183|80|150|220|"interfluves on coastal plains"||0.09||18|19|20|1016|1143|1270||||240|253|265|6|"e"|||""|||"7"|||||||||||||||||||"None"|0|0|0||||"B"|"High"|"Moderate"|"Loamy, siliceous, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575670|24232235
15|20|25|"Darco"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Somewhat excessively drained"|91|137|183|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575670|24232236
|35||"Urban land"|"Miscellaneous area"|"Yes"|""|""|5|7|8|40|43|49|"High"||0|8|"Class 1"|"Artificial cover"|"Urban and built-up"|""|"No"|""|0|610|1219||||"urban land on interfluves on coastal plains"||||12|18|23|203|864|1524||||180|245|310|8|""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0||||"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|"thermic"|""|||||||"N/A"|"N/A"|||||575670|24232237
0|7|15|"Wolfpen"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|213|80|150|220|"interfluves on coastal plains"||||18|19|19|1016|1143|1270||||235|253|270||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Arenic Paleudalfs"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575671|24231836
85|85|100|"Tonkawa"|"Series"|"Yes"|""|""|1|5|8|39|49|91|"Very low"|5|250|1|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Excessively drained"|122|160|198|80|150|220|"interfluves on coastal plains"||0.3||18|20|21|1016|1143|1270||||240|255|270|4|"s"||4|"s"|||"7s"|||||||||||||||||||"None"|0|0|0|0|0|0|"A"|"Moderate"|"Low"|"Thermic, coated Typic Quartzipsamments"|"Entisols"|"Psamments"|"Quartzipsamments"|"Typic Quartzipsamments"|"not used"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575671|24231837
0|8|15|"Pickton"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|107|145|183|80|150|220|"interfluves on coastal plains"||||17|19|20|1016|1143|1270||||235|255|275||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Grossarenic Paleudalfs"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575671|24231838
0|10|15|"Bernaldo"|"Series"|"No "|""|""|0|2|3|30|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|76|122|168|80|150|220|"coastal plains, stream terraces"|||||||1016|1092|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575672|24232199
85|90|100|"Attoyac"|"Series"|"Yes"|""|""|0|2|4|30|91|91|"Low"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|76|122|168|80|150|220|"stream terraces on coastal plains"||0.3||18|19|20|1016|1092|1168||||240|250|260|2|"e"||2|"e"|||"3"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"Moderate"|"Moderate"|"Fine-loamy, siliceous, semiactive, thermic Typic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Typic Paleudalfs"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575672|24232200
|5||"Naconiche"|"Series"|"No "|""|""|||||||""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Very poorly drained"|||||||"swamps on flood plains on coastal plains"||0.16|||||||||||||||""|||""|||"Not rated"|||||||||||||||||||""|||||||""|""|""|"Sandy, siliceous, thermic Cumulic Humaquepts"|"Inceptisols"|"Aquepts"|"Humaquepts"|"Cumulic Humaquepts"|"sandy"|"not used"|"not used"|""|"thermic"|""|""|""|||||||"N/A"|"N/A"|||||575673|24232030
|95||"Tonkawa"|"Series"|"Yes"|""|""|8|14|20|15|24|40|"Very low"|5|250|1|"Class 1"|"Shrub cover"|""|""|"No"|"Excessively drained"|122|160|198|80|150|220|"interfluves on coastal plains"||0.23||18|20|21|1016|1143|1270||||240|255|270|6|"e"|||""|||"7sa"|||||||||||||||||||"None"|0|0|0||||"A"|"High"|"Low"|"Thermic, coated Typic Quartzipsamments"|"Entisols"|"Psamments"|"Quartzipsamments"|"Typic Quartzipsamments"|"not used"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575673|24232031
5|10|15|"Nacogdoches"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|54|115.4|210|0|135|360|"interfluves on coastal plains"||||12|18.4|25|1050|1255|1400||||220|235|255||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, kaolinitic, thermic Rhodic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Rhodic Paleudalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575674|24232347
85|90|95|"Trawick"|"Series"|"Yes"|""|""|8|14|20|15|24|40|"High"|3|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|54|115.4|210|0|135|360|"interfluves on coastal plains"||0.16||12|18.4|25|1050|1255|1400||||220|235|255|6|"e"||6|"e"|||"6"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"Low"|"High"|"Fine, mixed, active, thermic Mollic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Mollic Hapludalfs"|"fine"|"not used"|"active"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575674|24232348
|65||"Trawick"|"Series"|"Yes"|""|""|8|14|20|15|24|40|"High"|3|56|5|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Well drained"|107|153|198|80|150|220|"interfluves on coastal plains"||0.16||18|19|20|1067|1194|1321||||235|243|250|6|"e"|||""|||"4c"|||||||||||||||||||"None"|0|0|0||||"C"|"Low"|"High"|"Fine, mixed, thermic Mollic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Mollic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575675|24232110
30|35|40|"Nacogdoches"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|107|153|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1067|1194|1321||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, kaolinitic, thermic Rhodic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Rhodic Paleudalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575675|24232111
|65||"Trawick"|"Series"|"Yes"|""|""|8|14|20|15|24|40|"High"|3|48|6|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|107|153|198|80|150|220|"interfluves on coastal plains"||0.16||18|19|20|1067|1194|1321||||235|243|250|6|"e"|||""|||"4c"|||||||||||||||||||"None"|0|0|0||||"C"|"Low"|"High"|"Fine, mixed, thermic Mollic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Mollic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575676|24232427
30|35|40|"Nacogdoches"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|107|153|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1067|1194|1321||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, kaolinitic, thermic Rhodic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Rhodic Paleudalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575676|24232428
5|10|15|"Nacogdoches"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|36.3|156.8|227.8|0|180|360|"interfluves on coastal plains"||||12.7|18.8|24.8|1135|1210|1391||||235|250|255||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, kaolinitic, thermic Rhodic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Rhodic Paleudalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575677|24231987
20|35|50|"Bub"|"Series"|"Yes"|""|""|15|28|40|15|15|21|"Very high"|2|38|7|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|36.3|156.8|227.8|0|180|360|"interfluves on coastal plains"||0.29||12.7|18.8|24.8|1135|1210|1391||||235|250|255|7|"s"||7|"s"|||"10"|||||||||||||||||||"None"|0|0|0|0|0|0|"D"|"Moderate"|"High"|"Clayey, mixed, active, thermic, shallow Typic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Typic Hapludalfs"|"clayey"|"not used"|"active"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575677|24231988
50|55|80|"Trawick"|"Series"|"Yes"|""|""|8|17|25|15|18|40|"High"|3|38|7|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|36.3|156.8|227.8|0|180|360|"interfluves on coastal plains"||0.17||12.7|18.8|24.8|1135|1210|1391||||235|250|255|7|"s"||7|"s"|||"6"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"Low"|"High"|"Fine, mixed, active, thermic Mollic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Mollic Hapludalfs"|"fine"|"not used"|"active"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575677|24231989
|55||"Trawick"|"Series"|"Yes"|""|""|8|14|20|15|24|40|"High"|3|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|107|153|198|80|150|220|"interfluves on coastal plains"||0.16||18|19|20|1067|1194|1321||||235|243|250|6|"e"|||""|||"4c"|||||||||||||||||||"None"|0|0|0||||"C"|"Low"|"High"|"Fine, mixed, thermic Mollic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Mollic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575678|24232112
|30||"Urban land"|"Miscellaneous area"|"Yes"|""|""|5|7|8|40|43|49|"High"||0|8|"Class 1"|"Artificial cover"|"Urban and built-up"|""|"No"|""|0|610|1219||||"urban land on interfluves on coastal plains"||||12|18|23|203|864|1524||||180|245|310|8|""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0||||"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|"thermic"|""|||||||"N/A"|"N/A"|||||575678|24232113
0|5|10|"Nacogdoches"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|107|153|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1067|1194|1321||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, kaolinitic, thermic Rhodic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Rhodic Paleudalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575678|24232114
5|10|15|"Bub"|"Series"|"No "|""|""|15|25|35|15|15|21|""||||"Class 1"|""|""|""|"No"|"Well drained"|107|153|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1067|1194|1321||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Clayey, mixed, active, thermic, shallow Typic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Typic Hapludalfs"|"clayey"|"not used"|"active"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575678|24232115
0|5|10|"Hannahatchee"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|"Tree cover"|"Hardwoods"|""|"No"|"Well drained"|49.1|78.3|141.8|0|185|360|"flood plains on coastal plains"||||12.2|18.7|25.1|1152|1327|1393||||238|243|254||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, thermic Dystric Fluventic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Dystric Fluventic Eutrudepts"|"fine-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575679|24232432
0|5|5|"Mattex"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|"Tree cover"|"Hardwoods"|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|49.1|78.3|141.8|0|185|360|"flood plains on coastal plains"||||12.2|18.7|25.1|1152|1327|1393||||238|243|254||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, acid, thermic Aeric Fluvaquents"|"Entisols"|"Aquents"|"Fluvaquents"|"Aeric Fluvaquents"|"fine-loamy"|"not used"|"active"|"acid"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575679|24232433
80|85|90|"Tuscosso"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Low"|5|56|5|"Class 1"|"Tree cover"|"Hardwoods"|""|"No"|"Moderately well drained"|49.1|78.3|141.8|0|185|360|"flood plains on coastal plains"||0.16||12.2|18.7|25.1|1152|1327|1393||||238|243|254|5|"w"||5|"w"|||"1f"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"Moderate"|"High"|"Fine, mixed, active, thermic Dystric Fluventic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Dystric Fluventic Eutrudepts"|"fine"|"not used"|"active"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575679|24232434
